"reviewStatus"	"reviewNote"	"genre"	"macroGenre"	"matchScore"	"reviewPriority"	"recommendation"	"riskFlags"	"title"	"creator"	"license"	"licenseUrl"	"referenceUrl"	"candidateAudioUrl"	"subject"	"identifier"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ソウルミュージック"	"black_music"	"61"	"67"	"maybe-review"	""	"Free Music Charts Juli/August 2009 vom 21.07.2009"	""	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/de/"	"https://archive.org/details/freemusiccharts2009.07"	"https://archive.org/download/freemusiccharts2009.07/freemusiccharts2009-07-21.mp3"	"Free Music; darkerradio; Creative Commons; Charts; Alternative; Rock; Electro; Gothic; Indie; Wave"	"freemusiccharts2009.07"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ソウルミュージック"	"black_music"	"61"	"67"	"maybe-review"	""	"Free Music Charts November/Dezember 2009 vom 23.11.2009"	""	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/de/"	"https://archive.org/details/freemusiccharts2009.11"	"https://archive.org/download/freemusiccharts2009.11/freemusiccharts2009-11-23.mp3"	"Free Music; darkerradio; Creative Commons; Charts; Alternative; Rock; Electro; Gothic; Indie; Wave"	"freemusiccharts2009.11"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ソウルミュージック"	"black_music"	"61"	"67"	"maybe-review"	""	"Free Music Charts Juni/Juli 2009 vom 30.06.2009"	""	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/de/"	"https://archive.org/details/freemusiccharts2009.06"	"https://archive.org/download/freemusiccharts2009.06/freemusiccharts2009-06-30.mp3"	"Free Music; darkerradio; Creative Commons; Charts; Alternative; Rock; Electro; Gothic; Indie; Wave"	"freemusiccharts2009.06"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ソウルミュージック"	"black_music"	"61"	"81"	"review-first"	""	"[45E002-2011] Ollie Cram - Jazzstow"	"Ollie Cram"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/45rpm049-e2011OllieCram-Jazzstow"	"https://archive.org/download/45rpm049-e2011OllieCram-Jazzstow/05spiritual_homeland.mp3"	"45 Echoes Sounds; 45RPM-Records Label; Ollie Cram; Jazz; Guitar Jazz; Free Improvisation; Ireland"	"45rpm049-e2011OllieCram-Jazzstow"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ソウルミュージック"	"black_music"	"61"	"85"	"review-first"	""	"[RAR026] Pedro Duarte - Pacific Blue EP"	"Pedro Duarte"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/us/"	"https://archive.org/details/RAR026_Pedro_Duarte_Pacific_Blue_EP"	"https://archive.org/download/RAR026_Pedro_Duarte_Pacific_Blue_EP/01_Pacific_Blue.mp3"	"Acid; Tech House; Techno; Chicago Acid House"	"RAR026_Pedro_Duarte_Pacific_Blue_EP"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ソウルミュージック"	"black_music"	"61"	"85"	"review-first"	""	"The Clones of Dr. Funkenstein (2016)"	"chēēZ π"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/4.0/"	"https://archive.org/details/theclonesofdrfunkenstein_2016"	"https://archive.org/download/theclonesofdrfunkenstein_2016/05%20-%20Funky%20Drummer%20(Part%201).flac"	"chiptune; edm; electronic; funk; netlabel"	"theclonesofdrfunkenstein_2016"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ソウルミュージック"	"black_music"	"61"	"81"	"review-first"	""	"[45E-015-2013] Trans Atlantic Rage/Balogh - I::::SOUL::::ATE VOLUME 4   "	"Trans Atlantic Rage/Balogh "	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/45e-015-2013TransAtlanticRagebalogh-IsoulateVolume4"	"https://archive.org/download/45e-015-2013TransAtlanticRagebalogh-IsoulateVolume4/02-Soul_Increments.mp3"	"45 Echoes Sounds; Trans Atlantic Rage/Balogh; Jared C. Balogh; Dark Ambient; Classical; Avant-garde ambient; USA"	"45e-015-2013TransAtlanticRagebalogh-IsoulateVolume4"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ソウルミュージック"	"black_music"	"61"	"73"	"maybe-review"	""	"Noisesurfer - A New World Sampled - Promo 2012 Alternate Version"	"Joachim Rontxelius"	"CC-BY"	"http://creativecommons.org/licenses/by/3.0/"	"https://archive.org/details/Noisesurfer-ANewWorldSampled-Promo2012AlternateVersion"	"https://archive.org/download/Noisesurfer-ANewWorldSampled-Promo2012AlternateVersion/World10.mp3"	"Noisesurfer; Electronica; Idm; Ambient; DrumnBass; Dinosaur Youth; Progresive; Techno"	"Noisesurfer-ANewWorldSampled-Promo2012AlternateVersion"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ソウルミュージック"	"black_music"	"61"	"63"	"maybe-review"	""	"BS052 Mother Superior and Her Fields of Migraine"	"Radio For The Daydreamers"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/BS052"	"https://archive.org/download/BS052/10-No_One_Ever_Comes_Here_But_Me-Dod_Av_En_Spokelse_Versjon.mp3"	"Post-Rock; Other: Creative Commons; Black Square"	"BS052"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ソウルミュージック"	"black_music"	"61"	"35"	"reject-or-review-carefully"	"sample-or-collection-pack"	"Ethno Indigo Records Collection Packs"	"Ethno Indigo Records"	"CC-BY-ND"	"http://creativecommons.org/licenses/by-nd/3.0/"	"https://archive.org/details/CollectionHeader_33"	"https://archive.org/download/CollectionHeader_33/EthnoIndigoRev.flac"	"Ethno Indigo Records; Ambient; IDM; Electronica; Jazz; Noise; Glitch; Lo-Fi; Field Recording; Computer VST Music"	"CollectionHeader_33"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ソウルミュージック"	"black_music"	"61"	"67"	"maybe-review"	""	"Noisesurfer - Spiritual World Sampled"	"Noisesurfer"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/"	"https://archive.org/details/Noisesurfer-SpiritualWorldSampled"	"https://archive.org/download/Noisesurfer-SpiritualWorldSampled/Part01Of12.mp3"	"Noisesurfer; Ethno Indigo Records; Electronica; Idm; Field Recording; Drum and Bass; Glitch; Avant Garde; Hars; Drone; Electro"	"Noisesurfer-SpiritualWorldSampled"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ソウルミュージック"	"black_music"	"61"	"63"	"maybe-review"	""	"Open Metalcast #58: Original Sins"	"Craig Maloney"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/OpenMetalcast58OriginalSins"	"https://archive.org/download/OpenMetalcast58OriginalSins/open_metalcast_058.mp3"	"metal; creativecommons; openmetalcast"	"OpenMetalcast58OriginalSins"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ソウルミュージック"	"black_music"	"61"	"81"	"review-first"	""	"cl-029 | PJE - Thought Process"	""	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/de/"	"https://archive.org/details/Cl-029Pje-ThoughtProcess"	"https://archive.org/download/Cl-029Pje-ThoughtProcess/cl029_08_pje_-_momentary.mp3"	"ambient; netaudio; creative commons"	"Cl-029Pje-ThoughtProcess"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ソウルミュージック"	"black_music"	"61"	"63"	"maybe-review"	""	"Open Metalcast Episode #99: Jury Duty"	"Craig Maloney"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/OpenMetalcastEpisode99JuryDuty"	"https://archive.org/download/OpenMetalcastEpisode99JuryDuty/open_metalcast_099.mp3"	"metal;creativecommons; openmetalcast"	"OpenMetalcastEpisode99JuryDuty"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ソウルミュージック"	"black_music"	"61"	"63"	"maybe-review"	""	"Open Metalcast Episode #45: Casu consulto"	"Craig Maloney"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/OpenMetalcastEpisode45CasuConsulto"	"https://archive.org/download/OpenMetalcastEpisode45CasuConsulto/open_metalcast_045.mp3"	"metal; creativecommons; openmetalcast"	"OpenMetalcastEpisode45CasuConsulto"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ソウルミュージック"	"black_music"	"61"	"63"	"maybe-review"	""	"Open Metalcast Episode #76: Shut up and mosh"	"Craig Maloney"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/OpenMetalcastEpisode76ShutUpAndMosh"	"https://archive.org/download/OpenMetalcastEpisode76ShutUpAndMosh/open_metalcast_076.mp3"	"metal; creativecommons; openmetalcast"	"OpenMetalcastEpisode76ShutUpAndMosh"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ソウルミュージック"	"black_music"	"61"	"81"	"review-first"	""	"An endless Tomorrow by Enuma Elish (Spanish Metal band)"	"Enuma Elish (Spanish Metal Band)"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/AnEndlessTomorrowByEnumaElish"	"https://archive.org/download/AnEndlessTomorrowByEnumaElish/11-AnEndlessTomorrow.mp3"	"enuma; elish; enumaelish; an; endless; tomorrow; metal; heavy; heavymetal; rock; music; musica; free; creative; commons; powermetal; symphonic; trash; trashmetal; death; deathmetal; screams; gutural; femme; macbeth; Shakespeare; dark; libre; dave; imbernon; oriana; shadows; fede; dani; agudo; cabal; rock; webzine; descargas; mp3; spanish; european; potente; espaÃ±ol; europeo; libre; copyleft; musica"	"AnEndlessTomorrowByEnumaElish"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ソウルミュージック"	"black_music"	"61"	"63"	"maybe-review"	""	"Open Metalcast Episode #181: Fallen Back"	"Craig Maloney"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/4.0/"	"https://archive.org/details/OpenMetalcastEpisode181FallenBack"	"https://archive.org/download/OpenMetalcastEpisode181FallenBack/open_metalcast_181.mp3"	"metal; creativecommons; openmetalcast"	"OpenMetalcastEpisode181FallenBack"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ソウルミュージック"	"black_music"	"61"	"81"	"review-first"	""	"[SRmp3 133] Grr - Snuffcraft (Sociopath Recordings)"	"Grr"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/SRmp3_133"	"https://archive.org/download/SRmp3_133/SRmp3_133.mp3"	"breakcore""; ""hardcore""; ""experimental""; Sociopath Recordings"""	"SRmp3_133"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ソウルミュージック"	"black_music"	"61"	"81"	"review-first"	""	"FFM-016: Gregg Plummer - Red Veil"	"Gregg Plummer"	"CC-BY-NC-ND"	"https://creativecommons.org/licenses/by-nc-nd/4.0/"	"https://archive.org/details/freefloatingmusic016"	"https://archive.org/download/freefloatingmusic016/04%20Seekers%20Of%20Truth.flac"	"ambient music; electronic ambient music; Creative Commons Music; Free Floating"	"freefloatingmusic016"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ソウルミュージック"	"black_music"	"60"	"80"	"review-first"	""	"[LBN037] Feminine - ""Lorelei"""	""	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/LBN037Feminine-Lorelei"	"https://archive.org/download/LBN037Feminine-Lorelei/08.%20Coral%20Face.flac"	"Lorelei; Feminine; Melania Casella; La bèl; netlabel; Creative Commons; Italy; Sicily; Stuttgart; Giampiero Riggio; Francesco Cipriano; Dream Pop; Folktronica; Lowless"	"LBN037Feminine-Lorelei"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ソウルミュージック"	"black_music"	"60"	"62"	"maybe-review"	""	"Open Metalcast Episode #125: One, Two, Five"	"Craig Maloney"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/OpenMetalcastEpisode125OneTwoFive"	"https://archive.org/download/OpenMetalcastEpisode125OneTwoFive/open_metalcast_125.mp3"	"metal; creativecommons; openmetalcast"	"OpenMetalcastEpisode125OneTwoFive"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ソウルミュージック"	"black_music"	"60"	"62"	"maybe-review"	""	"Open Metalcast Episode #69 - Pranky Cranky"	"Craig Maloney"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/OpenMetalcastEpisode69-PrankyCranky"	"https://archive.org/download/OpenMetalcastEpisode69-PrankyCranky/open_metalcast_069.mp3"	"metal; creativecommons; openmetalcast"	"OpenMetalcastEpisode69-PrankyCranky"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ソウルミュージック"	"black_music"	"60"	"62"	"maybe-review"	""	"[LBN042] Macchiato Funky - ""Bugella 20-50"""	"Macchiato Funky"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/4.0/"	"https://archive.org/details/LBN042MacchiatoFunky-Bugella20-50"	"https://archive.org/download/LBN042MacchiatoFunky-Bugella20-50/04.Sospeso.flac"	"electronica; funky; instrumental; soundtrack; La bèl; netlabel; creative commons; free; ambient; Soft electro rock; Psycho electric ambient; road music; travel; Funk; Funkytronica; electrofunk; instrumental funk; funkadelic; Trip Funkytronica; Slow Dance; Psychotronica; Hop; Psychotronica; Cinema; Dream; hypnotic; R&B; Soul; Fusion; electro-blues; instrumental soul; Reggae; Electro-Psycho-Reggae; videogame; summer; hot; Western; Asia; Documentary; artrock; dream pop; post-rock; electro-post-rock; spot; spring; breakfast"	"LBN042MacchiatoFunky-Bugella20-50"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ソウルミュージック"	"black_music"	"60"	"62"	"maybe-review"	""	"Open Metalcast Episode #73: Magic Smoke"	""	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/OpenMetalcastEpisode73MagicSmoke"	"https://archive.org/download/OpenMetalcastEpisode73MagicSmoke/open_metalcast_073.mp3"	"metal; creativecommons; openmetalcast"	"OpenMetalcastEpisode73MagicSmoke"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ソウルミュージック"	"black_music"	"60"	"66"	"maybe-review"	""	"FA 023-1 INVOCACION - 1st Latin-American Drone & Funeral Doom documental work compilation"	"INVOCACION - FUNERART - 9th MERIDIAN RECORDS"	"Creative Commons"	"http://creativecommons.org/licenses/publicdomain/"	"https://archive.org/details/Fa023-1Invocacion-1stLatin-americanDroneFuneralDoomDocumentalWork"	"https://archive.org/download/Fa023-1Invocacion-1stLatin-americanDroneFuneralDoomDocumentalWork/47-VoiceTransmissionsWithTheDeceased-PassingAwayPartSix.mp3"	"funeral doom; atmosphere funeral doom; drone; doom; death doom; doom metal; monolitic funeral doom; atmosphere doom; black doom; black funeral doom"	"Fa023-1Invocacion-1stLatin-americanDroneFuneralDoomDocumentalWork"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ソウルミュージック"	"black_music"	"57"	"77"	"maybe-review"	""	"[GTakt002] Modulares Klang Konzept - Fader EP"	"Modulares Klang Konzept"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/de/"	"https://archive.org/details/gtakt002ModularesKlangKonzept-FaderEp"	"https://archive.org/download/gtakt002ModularesKlangKonzept-FaderEp/GTakt002_Modulares_Klang_Konzept_-_Crying_Soul_Fader_EP.mp3"	"Gleichtakt; Modulares Klang Konzept; MKK; Minimal; GTakt002; Deep; Electro; Netlabel"	"gtakt002ModularesKlangKonzept-FaderEp"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ソウルミュージック"	"black_music"	"56"	"86"	"review-first"	""	"MNF023 Dsum & Morris - Arium FL"	"Dsum"	"CC-BY-SA"	"http://creativecommons.org/licenses/by-sa/3.0/"	"https://archive.org/details/MNF023_Dsum_Morris--Arium_FL"	"https://archive.org/download/MNF023_Dsum_Morris--Arium_FL/02_Dsum_Morris_-_Danza_Planetaria.mp3"	"monofonicos; netlabel; colombia; house; techno; minimal; dub techno; deep house; deep; dub; Medellin; Colombia; Eviru Dibad; Dsum; David Uribe; Morris; Dsum Morris; Morris Medellin; Dsum Morris Arium FL; Netlabel Colombia"	"MNF023_Dsum_Morris--Arium_FL"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ソウルミュージック"	"black_music"	"55"	"57"	"low-confidence-review"	""	"Edensonic compilation (2 CDs)"	"Edensonic"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/Edensonic_020"	"https://archive.org/download/Edensonic_020/ES020_CD1_05_maldo_memory.mp3"	"edensonic techno minimal"	"Edensonic_020"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ソウルミュージック"	"black_music"	"55"	"57"	"low-confidence-review"	""	"[alk011] Dubh Thrian [isolater ep]"	""	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/alk011DubhThrianisolaterEp"	"https://archive.org/download/alk011DubhThrianisolaterEp/04NiasomatixKrewRe-construct.mp3"	"Electronic; Hip Hop; Dub; Various Artists; Alkalinear; Netlabel; Creative Commons; Rumbus Merry Legs; Sunken Foal; Ventolyn & Becotyde; Jimmy Penguin; Kanobi; Herv; Mrs. Jynx; The Person; The Audiologist; Mr. Barton; Eigenheimer; Junior 85; Syndrom; Nonima; Vektordrum; Naive Ted; Chris Coffey; Planet Beyond; Tiruset; Chiwawa Studios; Bitwise Operator; Mikey Fingers & Tweek; Swarm Intelligence; Nmesme"	"alk011DubhThrianisolaterEp"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"62"	"82"	"review-first"	""	"[alw026] Fabian Boehm # Thoala Forrest EP"	"auflegware"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/de/"	"https://archive.org/details/Auflegware026"	"https://archive.org/download/Auflegware026/alw026_01.FabianBoehm-ThoalaForrest_EP_fassa_nehma_part_II.mp3"	"house; techno; electronica; minimal; techhouse; auflegware; auflegware026; alw026; Fabian Boehm; Fabian BÃ¶hm; Thoala Forrest; netaudio; Creative Commons"	"Auflegware026"
"approved"	"approved: subject explicitly Deep/House/Tech House; CC netlabel"	"ディープ・ハウス"	"electronic"	"62"	"86"	"review-first"	""	"[AUDCST003] Walker, There Is No Path - The DepenDance EP"	"Walker, There Is No Path"	"CC-BY-NC"	"http://creativecommons.org/licenses/by-nc/3.0/"	"https://archive.org/details/TheDependanceEpByWalkerThereIsNoPath"	"https://archive.org/download/TheDependanceEpByWalkerThereIsNoPath/DepenDance.mp3"	"Techno; Tech House; House; Progressive; Minimal; Deep; Minimal Techno; Electronic; Audiocast Productions; netaudio; netlabel; creative commons"	"TheDependanceEpByWalkerThereIsNoPath"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"62"	"86"	"review-first"	""	"Follow Me"	"Pitchcraft"	"CC-BY-NC"	"http://creativecommons.org/licenses/by-nc/4.0/"	"https://archive.org/details/tou296"	"https://archive.org/download/tou296/01-Pitchcraft-Follow_Me.mp3"	"electro house; EDM; electronic; dance; music; mp3; free; creative commons"	"tou296"
"approved"	"approved: explicit progressive/melodic/deep house tags, CC metadata present"	"ディープ・ハウス"	"electronic"	"62"	"82"	"review-first"	""	"Landscapes"	"Marc Burt"	"CC-BY-NC-ND"	"https://creativecommons.org/licenses/by-nc-nd/4.0/"	"https://archive.org/details/toulp12"	"https://archive.org/download/toulp12/02%20-%20Marc%20Burt%20-%20Turbulence%202020%20remix.mp3"	"progressive house; trance; melodic house; deep house; music; dance music; EDM; uplifting; UK; 2020; Creative Commons; podsafe; music for video"	"toulp12"
"approved"	"approved: Jamendo IA mirror with deephouse/electronic/house tags"	"ディープ・ハウス"	"electronic"	"62"	"82"	"review-first"	""	"Emmanuel Gawd - The Don Father"	"Emmanuel Gawd"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/jamendo-558359"	"https://archive.org/download/jamendo-558359/01-2150504-Emmanuel%20Gawd-The%20Don%20Father.mp3"	"deephouse; electronic; house; neutral; Single"	"jamendo-558359"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"62"	"86"	"review-first"	""	"Infraction - Departures"	"Infraction"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/"	"https://archive.org/details/jamendo-516116"	"https://archive.org/download/jamendo-516116/01-2019859-Infraction-Departures.mp3"	"electronic; happy; house; synthesizer; upbeat; vlog; Single"	"jamendo-516116"
"approved"	"approved: Jamendo IA mirror with deephouse/deeplounge tags"	"ディープ・ハウス"	"electronic"	"62"	"82"	"review-first"	""	"BACKIT - Deep Flow"	"BACKIT"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/jamendo-170099"	"https://archive.org/download/jamendo-170099/05-1467132-BACKIT-Loving%20Deep%20_Radio%20Set_.mp3"	"deephouse; deeplounge; electronic; house; inspirational; neutral; synthesizer; Album"	"jamendo-170099"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"62"	"82"	"review-first"	""	"Axined & Mr. Moohman - Axined & Mr. Moohman feat. Kostia Deep - Without Gravity"	"Axined & Mr. Moohman"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/jamendo-247735"	"https://archive.org/download/jamendo-247735/01-1423096-Axined%20_amp_%20Mr.%20Moohman-Without%20Gravity%20_feat.%20Kostia%20Deep_.mp3"	"electronic; house; neutral; Single"	"jamendo-247735"
"approved"	"approved: title and subject explicitly melodic vocal deep house/deephouse"	"ディープ・ハウス"	"electronic"	"62"	"82"	"review-first"	""	"Marco corsini dj - SUMMER- melodic vocal deep house"	"Marco corsini dj"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/jamendo-302793"	"https://archive.org/download/jamendo-302793/01-1445421-Marco%20corsini%20dj-SUMMER-%20melodic%20vocal%20deep%20house.mp3"	"dance; deephouse; disco; Single"	"jamendo-302793"
"approved"	"approved: subject explicitly deep house/deep/dub techno; CC netlabel"	"ディープ・ハウス"	"electronic"	"61"	"91"	"review-first"	""	"MNF022 DCM - Elevación"	"DCM"	"CC-BY-SA"	"http://creativecommons.org/licenses/by-sa/3.0/"	"https://archive.org/details/MNF022_DCM--Elevacion"	"https://archive.org/download/MNF022_DCM--Elevacion/03_DCM_-_Oblivion.mp3"	"monofonicos; netlabel; colombia; house; techno; minimal; dub techno; deep house; deep; dub; Medellin; Colombia; Netlabel Colombia; DCM; DCM Monofonicos; DCM Elevacion; DCM Elevacion Album; Alex Under; Dsum; Vandelklang; QK; Lowcut; free music"	"MNF022_DCM--Elevacion"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"61"	"85"	"review-first"	""	"[RAR031] In Vitro - Falso Self En Androides EP"	"In Vitro"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/us/"	"https://archive.org/details/RAR031_In_Vitro_Falso_Self_En_Androides_EP"	"https://archive.org/download/RAR031_In_Vitro_Falso_Self_En_Androides_EP/03_Un_vaso_de_agua_para_dos_androides.mp3"	"Progressive House; Tech House; Abstract"	"RAR031_In_Vitro_Falso_Self_En_Androides_EP"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"61"	"63"	"maybe-review"	""	"[45rpm029/2010] Nameless Dancers - Midday Lounge"	"Nameless Dancers"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/45rpm0292010NamelessDancers-MiddayLounge"	"https://archive.org/download/45rpm0292010NamelessDancers-MiddayLounge/a_Nameless_Dancers_-_Midday_Lounge.mp3"	"45RPM-Records Label; Nameless Dancers; EugeneKha; Lounge; Single; Promo; Russia"	"45rpm0292010NamelessDancers-MiddayLounge"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"61"	"85"	"review-first"	""	"[RAR036] Jak - Echo Infection EP"	"Jak"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/us/"	"https://archive.org/details/rar036Jak-EchoInfectionEp"	"https://archive.org/download/rar036Jak-EchoInfectionEp/02_Mode_Of_Life.mp3"	"dub; techno; deep tech; tech house; jak"	"rar036Jak-EchoInfectionEp"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"61"	"85"	"review-first"	""	"[RAR034] Dennis Shoker Warm Reception EP"	"Dennis Shoker"	"CC-BY-NC-SA"	"http://creativecommons.org/licenses/by-nc-sa/3.0/us/"	"https://archive.org/details/Rar034_dennis_shoker_warmReception_ep"	"https://archive.org/download/Rar034_dennis_shoker_warmReception_ep/01_Striped.mp3"	"Deep House; Deep Tech; Minimal House"	"Rar034_dennis_shoker_warmReception_ep"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"61"	"85"	"review-first"	""	"qui"	"algn"	"CC-BY-NC"	"http://creativecommons.org/licenses/by-nc/3.0/"	"https://archive.org/details/epa063"	"https://archive.org/download/epa063/03_quillota.mp3"	"algn; qui; epa sonidos; epasonidos; netlabel; netaudio; deep; techno; house"	"epa063"
""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	"ディープ・ハウス"	"electronic"	"61"	"63"	"maybe-review"	""	"Open Metalcast Episode #88: Palindromic Repdigit Piano"	"Craig Maloney"	"CC-BY-NC-ND"	"http://creativecommons.org/licenses/by-nc-nd/3.0/"	"https://archive.org/details/OpenMetalcastEpisode88PalindromicRepdigitPiano"	"https://archive.org/download/OpenMetalcastEpisode88PalindromicRepdigitPiano/open_metalcast_088.mp3"	"metal; creativecommons; openmetalcast"	"OpenMetalcastEpisode88PalindromicRepdigitPiano"
